problem,run,generation_window,block,operator,selection_count,selection_probability
T500,2,6300-6350,seq,VNS,0,0.0
T500,2,6300-6350,seq,RESAMPLE,1,0.0025
T500,2,6300-6350,dev,DE,381,0.9525
T500,2,6300-6350,dev,GDE,18,0.045
T500,2,6300-6350,dev,LEVY,0,0.0
T500,2,6300-6350,dev,RESAMPLE,1,0.0025
T500,2,6350-6400,offload,GA,181,0.4525
T500,2,6350-6400,offload,DE,215,0.5375
T500,2,6350-6400,offload,BITFLIP,4,0.01
T500,2,6350-6400,offload,RESAMPLE,0,0.0
T500,2,6350-6400,seq,GA,283,0.7075
T500,2,6350-6400,seq,SWAP,77,0.1925
T500,2,6350-6400,seq,VNS,38,0.095
T500,2,6350-6400,seq,RESAMPLE,2,0.005
T500,2,6350-6400,dev,DE,345,0.8625
T500,2,6350-6400,dev,GDE,54,0.135
T500,2,6350-6400,dev,LEVY,1,0.0025
T500,2,6350-6400,dev,RESAMPLE,0,0.0
T500,2,6400-6450,offload,GA,227,0.5675
T500,2,6400-6450,offload,DE,166,0.415
T500,2,6400-6450,offload,BITFLIP,7,0.0175
T500,2,6400-6450,offload,RESAMPLE,0,0.0
T500,2,6400-6450,seq,GA,152,0.38
T500,2,6400-6450,seq,SWAP,196,0.49
T500,2,6400-6450,seq,VNS,52,0.13
T500,2,6400-6450,seq,RESAMPLE,0,0.0
T500,2,6400-6450,dev,DE,253,0.6325
T500,2,6400-6450,dev,GDE,141,0.3525
T500,2,6400-6450,dev,LEVY,6,0.015
T500,2,6400-6450,dev,RESAMPLE,0,0.0
T500,2,6450-6500,offload,GA,194,0.485
T500,2,6450-6500,offload,DE,204,0.51
T500,2,6450-6500,offload,BITFLIP,2,0.005
T500,2,6450-6500,offload,RESAMPLE,0,0.0
T500,2,6450-6500,seq,GA,213,0.5325
T500,2,6450-6500,seq,SWAP,141,0.3525
T500,2,6450-6500,seq,VNS,45,0.1125
T500,2,6450-6500,seq,RESAMPLE,1,0.0025
T500,2,6450-6500,dev,DE,293,0.7325
T500,2,6450-6500,dev,GDE,96,0.24
T500,2,6450-6500,dev,LEVY,11,0.0275
T500,2,6450-6500,dev,RESAMPLE,0,0.0
T500,2,6500-6550,offload,GA,234,0.585
T500,2,6500-6550,offload,DE,165,0.4125
T500,2,6500-6550,offload,BITFLIP,1,0.0025
T500,2,6500-6550,offload,RESAMPLE,0,0.0
T500,2,6500-6550,seq,GA,132,0.33
T500,2,6500-6550,seq,SWAP,210,0.525
T500,2,6500-6550,seq,VNS,58,0.145
T500,2,6500-6550,seq,RESAMPLE,0,0.0
T500,2,6500-6550,dev,DE,222,0.555
T500,2,6500-6550,dev,GDE,173,0.4325
T500,2,6500-6550,dev,LEVY,5,0.0125
T500,2,6500-6550,dev,RESAMPLE,0,0.0
T500,2,6550-6600,offload,GA,189,0.4725
T500,2,6550-6600,offload,DE,181,0.4525
T500,2,6550-6600,offload,BITFLIP,30,0.075
T500,2,6550-6600,offload,RESAMPLE,0,0.0
T500,2,6550-6600,seq,GA,201,0.5025
T500,2,6550-6600,seq,SWAP,154,0.385
T500,2,6550-6600,seq,VNS,45,0.1125
T500,2,6550-6600,seq,RESAMPLE,0,0.0
T500,2,6550-6600,dev,DE,287,0.7175
T500,2,6550-6600,dev,GDE,105,0.2625
T500,2,6550-6600,dev,LEVY,8,0.02
T500,2,6550-6600,dev,RESAMPLE,0,0.0
T500,2,6600-6650,offload,GA,231,0.5775
T500,2,6600-6650,offload,DE,167,0.4175
T500,2,6600-6650,offload,BITFLIP,2,0.005
T500,2,6600-6650,offload,RESAMPLE,0,0.0
T500,2,6600-6650,seq,GA,139,0.3475
T500,2,6600-6650,seq,SWAP,201,0.5025
T500,2,6600-6650,seq,VNS,59,0.1475
T500,2,6600-6650,seq,RESAMPLE,1,0.0025
T500,2,6600-6650,dev,DE,243,0.6075
T500,2,6600-6650,dev,GDE,154,0.385
T500,2,6600-6650,dev,LEVY,3,0.0075
T500,2,6600-6650,dev,RESAMPLE,0,0.0
T500,2,6650-6700,offload,GA,128,0.32
T500,2,6650-6700,offload,DE,272,0.68
T500,2,6650-6700,offload,BITFLIP,0,0.0
T500,2,6650-6700,offload,RESAMPLE,0,0.0
T500,2,6650-6700,seq,GA,314,0.785
T500,2,6650-6700,seq,SWAP,66,0.165
T500,2,6650-6700,seq,VNS,17,0.0425
T500,2,6650-6700,seq,RESAMPLE,3,0.0075
T500,2,6650-6700,dev,DE,356,0.89
T500,2,6650-6700,dev,GDE,42,0.105
T500,2,6650-6700,dev,LEVY,2,0.005
T500,2,6650-6700,dev,RESAMPLE,0,0.0
T500,2,6700-6750,offload,GA,98,0.245
T500,2,6700-6750,offload,DE,297,0.7425
T500,2,6700-6750,offload,BITFLIP,4,0.01
T500,2,6700-6750,offload,RESAMPLE,1,0.0025
T500,2,6700-6750,seq,GA,395,0.9875
T500,2,6700-6750,seq,SWAP,3,0.0075
T500,2,6700-6750,seq,VNS,1,0.0025
T500,2,6700-6750,seq,RESAMPLE,1,0.0025
T500,2,6700-6750,dev,DE,391,0.9775
T500,2,6700-6750,dev,GDE,3,0.0075
T500,2,6700-6750,dev,LEVY,3,0.0075
T500,2,6700-6750,dev,RESAMPLE,3,0.0075
T500,2,6750-6800,offload,GA,97,0.2425
T500,2,6750-6800,offload,DE,295,0.7375
T500,2,6750-6800,offload,BITFLIP,1,0.0025
T500,2,6750-6800,offload,RESAMPLE,7,0.0175
T500,2,6750-6800,seq,GA,394,0.985
T500,2,6750-6800,seq,SWAP,1,0.0025
T500,2,6750-6800,seq,VNS,1,0.0025
T500,2,6750-6800,seq,RESAMPLE,4,0.01
T500,2,6750-6800,dev,DE,391,0.9775
T500,2,6750-6800,dev,GDE,5,0.0125
T500,2,6750-6800,dev,LEVY,2,0.005
T500,2,6750-6800,dev,RESAMPLE,2,0.005
T500,2,6800-6850,offload,GA,102,0.255
T500,2,6800-6850,offload,DE,296,0.74
T500,2,6800-6850,offload,BITFLIP,2,0.005
T500,2,6800-6850,offload,RESAMPLE,0,0.0
T500,2,6800-6850,seq,GA,397,0.9925
T500,2,6800-6850,seq,SWAP,0,0.0
T500,2,6800-6850,seq,VNS,0,0.0
T500,2,6800-6850,seq,RESAMPLE,3,0.0075
T500,2,6800-6850,dev,DE,396,0.99
T500,2,6800-6850,dev,GDE,1,0.0025
T500,2,6800-6850,dev,LEVY,1,0.0025
T500,2,6800-6850,dev,RESAMPLE,2,0.005
T500,2,6850-6900,offload,GA,179,0.4475
T500,2,6850-6900,offload,DE,214,0.535
T500,2,6850-6900,offload,BITFLIP,7,0.0175
T500,2,6850-6900,offload,RESAMPLE,0,0.0
T500,2,6850-6900,seq,GA,265,0.6625
T500,2,6850-6900,seq,SWAP,111,0.2775
T500,2,6850-6900,seq,VNS,24,0.06
T500,2,6850-6900,seq,RESAMPLE,0,0.0
T500,2,6850-6900,dev,DE,294,0.735
T500,2,6850-6900,dev,GDE,103,0.2575
T500,2,6850-6900,dev,LEVY,3,0.0075
T500,2,6850-6900,dev,RESAMPLE,0,0.0
T500,2,6900-6950,offload,GA,106,0.265
T500,2,6900-6950,offload,DE,290,0.725
T500,2,6900-6950,offload,BITFLIP,3,0.0075
T500,2,6900-6950,offload,RESAMPLE,1,0.0025
T500,2,6900-6950,seq,GA,389,0.9725
T500,2,6900-6950,seq,SWAP,8,0.02
T500,2,6900-6950,seq,VNS,3,0.0075
T500,2,6900-6950,seq,RESAMPLE,0,0.0
T500,2,6900-6950,dev,DE,390,0.975
T500,2,6900-6950,dev,GDE,7,0.0175
T500,2,6900-6950,dev,LEVY,1,0.0025
T500,2,6900-6950,dev,RESAMPLE,2,0.005
T500,2,6950-7000,offload,GA,101,0.2525
T500,2,6950-7000,offload,DE,297,0.7425
T500,2,6950-7000,offload,BITFLIP,1,0.0025
T500,2,6950-7000,offload,RESAMPLE,1,0.0025
T500,2,6950-7000,seq,GA,395,0.9875
T500,2,6950-7000,seq,SWAP,2,0.005
T500,2,6950-7000,seq,VNS,1,0.0025
T500,2,6950-7000,seq,RESAMPLE,2,0.005
T500,2,6950-7000,dev,DE,398,0.995
T500,2,6950-7000,dev,GDE,1,0.0025
T500,2,6950-7000,dev,LEVY,1,0.0025
T500,2,6950-7000,dev,RESAMPLE,0,0.0
T500,2,7000-7050,offload,GA,159,0.3975
T500,2,7000-7050,offload,DE,240,0.6
T500,2,7000-7050,offload,BITFLIP,1,0.0025
T500,2,7000-7050,offload,RESAMPLE,0,0.0
T500,2,7000-7050,seq,GA,311,0.7775
T500,2,7000-7050,seq,SWAP,64,0.16
T500,2,7000-7050,seq,VNS,23,0.0575
T500,2,7000-7050,seq,RESAMPLE,2,0.005
T500,2,7000-7050,dev,DE,306,0.765
T500,2,7000-7050,dev,GDE,91,0.2275
T500,2,7000-7050,dev,LEVY,1,0.0025
T500,2,7000-7050,dev,RESAMPLE,2,0.005
T500,2,7050-7100,offload,GA,137,0.3425
T500,2,7050-7100,offload,DE,260,0.65
T500,2,7050-7100,offload,BITFLIP,2,0.005
T500,2,7050-7100,offload,RESAMPLE,1,0.0025
T500,2,7050-7100,seq,GA,313,0.7825
T500,2,7050-7100,seq,SWAP,61,0.1525
T500,2,7050-7100,seq,VNS,25,0.0625
T500,2,7050-7100,seq,RESAMPLE,1,0.0025
T500,2,7050-7100,dev,DE,360,0.9
T500,2,7050-7100,dev,GDE,36,0.09
T500,2,7050-7100,dev,LEVY,4,0.01
T500,2,7050-7100,dev,RESAMPLE,0,0.0
T500,2,7100-7150,offload,GA,246,0.615
T500,2,7100-7150,offload,DE,150,0.375
T500,2,7100-7150,offload,BITFLIP,4,0.01
T500,2,7100-7150,offload,RESAMPLE,0,0.0
T500,2,7100-7150,seq,GA,109,0.2725
T500,2,7100-7150,seq,SWAP,245,0.6125
T500,2,7100-7150,seq,VNS,46,0.115
T500,2,7100-7150,seq,RESAMPLE,0,0.0
T500,2,7100-7150,dev,DE,266,0.665
T500,2,7100-7150,dev,GDE,130,0.325
T500,2,7100-7150,dev,LEVY,4,0.01
T500,2,7100-7150,dev,RESAMPLE,0,0.0
T500,2,7150-7200,offload,GA,195,0.4875
T500,2,7150-7200,offload,DE,202,0.505
T500,2,7150-7200,offload,BITFLIP,3,0.0075
T500,2,7150-7200,offload,RESAMPLE,0,0.0
T500,2,7150-7200,seq,GA,189,0.4725
T500,2,7150-7200,seq,SWAP,190,0.475
T500,2,7150-7200,seq,VNS,21,0.0525
T500,2,7150-7200,seq,RESAMPLE,0,0.0
T500,2,7150-7200,dev,DE,254,0.635
T500,2,7150-7200,dev,GDE,138,0.345
T500,2,7150-7200,dev,LEVY,8,0.02
T500,2,7150-7200,dev,RESAMPLE,0,0.0
T500,2,7200-7250,offload,GA,179,0.4475
T500,2,7200-7250,offload,DE,221,0.5525
T500,2,7200-7250,offload,BITFLIP,0,0.0
T500,2,7200-7250,offload,RESAMPLE,0,0.0
T500,2,7200-7250,seq,GA,136,0.34
T500,2,7200-7250,seq,SWAP,215,0.5375
T500,2,7200-7250,seq,VNS,49,0.1225
T500,2,7200-7250,seq,RESAMPLE,0,0.0
T500,2,7200-7250,dev,DE,256,0.64
T500,2,7200-7250,dev,GDE,139,0.3475
T500,2,7200-7250,dev,LEVY,4,0.01
T500,2,7200-7250,dev,RESAMPLE,1,0.0025
T500,2,7250-7300,offload,GA,162,0.405
T500,2,7250-7300,offload,DE,236,0.59
T500,2,7250-7300,offload,BITFLIP,2,0.005
T500,2,7250-7300,offload,RESAMPLE,0,0.0
T500,2,7250-7300,seq,GA,204,0.51
T500,2,7250-7300,seq,SWAP,175,0.4375
T500,2,7250-7300,seq,VNS,20,0.05
T500,2,7250-7300,seq,RESAMPLE,1,0.0025
T500,2,7250-7300,dev,DE,323,0.8075
T500,2,7250-7300,dev,GDE,75,0.1875
T500,2,7250-7300,dev,LEVY,2,0.005
T500,2,7250-7300,dev,RESAMPLE,0,0.0
T500,2,7300-7350,offload,GA,231,0.5775
T500,2,7300-7350,offload,DE,163,0.4075
T500,2,7300-7350,offload,BITFLIP,6,0.015
T500,2,7300-7350,offload,RESAMPLE,0,0.0
T500,2,7300-7350,seq,GA,154,0.385
T500,2,7300-7350,seq,SWAP,210,0.525
T500,2,7300-7350,seq,VNS,36,0.09
T500,2,7300-7350,seq,RESAMPLE,0,0.0
T500,2,7300-7350,dev,DE,237,0.5925
T500,2,7300-7350,dev,GDE,155,0.3875
T500,2,7300-7350,dev,LEVY,8,0.02
T500,2,7300-7350,dev,RESAMPLE,0,0.0
T500,2,7350-7400,offload,GA,198,0.495
T500,2,7350-7400,offload,DE,189,0.4725
T500,2,7350-7400,offload,BITFLIP,13,0.0325
T500,2,7350-7400,offload,RESAMPLE,0,0.0
T500,2,7350-7400,seq,GA,258,0.645
T500,2,7350-7400,seq,SWAP,121,0.3025
T500,2,7350-7400,seq,VNS,20,0.05
T500,2,7350-7400,seq,RESAMPLE,1,0.0025
T500,2,7350-7400,dev,DE,237,0.5925
T500,2,7350-7400,dev,GDE,154,0.385
T500,2,7350-7400,dev,LEVY,7,0.0175
T500,2,7350-7400,dev,RESAMPLE,2,0.005
T500,2,7400-7450,offload,GA,153,0.3825
T500,2,7400-7450,offload,DE,243,0.6075
T500,2,7400-7450,offload,BITFLIP,3,0.0075
T500,2,7400-7450,offload,RESAMPLE,1,0.0025
T500,2,7400-7450,seq,GA,289,0.7225
T500,2,7400-7450,seq,SWAP,85,0.2125
T500,2,7400-7450,seq,VNS,22,0.055
T500,2,7400-7450,seq,RESAMPLE,4,0.01
T500,2,7400-7450,dev,DE,344,0.86
T500,2,7400-7450,dev,GDE,50,0.125
T500,2,7400-7450,dev,LEVY,4,0.01
T500,2,7400-7450,dev,RESAMPLE,2,0.005
T500,2,7450-7500,offload,GA,184,0.46
T500,2,7450-7500,offload,DE,213,0.5325
T500,2,7450-7500,offload,BITFLIP,3,0.0075
T500,2,7450-7500,offload,RESAMPLE,0,0.0
T500,2,7450-7500,seq,GA,187,0.4675
T500,2,7450-7500,seq,SWAP,178,0.445
T500,2,7450-7500,seq,VNS,35,0.0875
T500,2,7450-7500,seq,RESAMPLE,0,0.0
T500,2,7450-7500,dev,DE,306,0.765
T500,2,7450-7500,dev,GDE,92,0.23
T500,2,7450-7500,dev,LEVY,2,0.005
T500,2,7450-7500,dev,RESAMPLE,0,0.0
T500,2,7500-7550,offload,GA,171,0.4275
T500,2,7500-7550,offload,DE,228,0.57
T500,2,7500-7550,offload,BITFLIP,1,0.0025
T500,2,7500-7550,offload,RESAMPLE,0,0.0
T500,2,7500-7550,seq,GA,220,0.55
T500,2,7500-7550,seq,SWAP,148,0.37
T500,2,7500-7550,seq,VNS,28,0.07
T500,2,7500-7550,seq,RESAMPLE,4,0.01
T500,2,7500-7550,dev,DE,322,0.805
T500,2,7500-7550,dev,GDE,77,0.1925
T500,2,7500-7550,dev,LEVY,1,0.0025
T500,2,7500-7550,dev,RESAMPLE,0,0.0
T500,2,7550-7600,offload,GA,250,0.625
T500,2,7550-7600,offload,DE,135,0.3375
T500,2,7550-7600,offload,BITFLIP,15,0.0375
T500,2,7550-7600,offload,RESAMPLE,0,0.0
T500,2,7550-7600,seq,GA,65,0.1625
T500,2,7550-7600,seq,SWAP,283,0.7075
T500,2,7550-7600,seq,VNS,52,0.13
T500,2,7550-7600,seq,RESAMPLE,0,0.0
T500,2,7550-7600,dev,DE,249,0.6225
T500,2,7550-7600,dev,GDE,144,0.36
T500,2,7550-7600,dev,LEVY,6,0.015
T500,2,7550-7600,dev,RESAMPLE,1,0.0025
T500,2,7600-7650,offload,GA,258,0.645
T500,2,7600-7650,offload,DE,123,0.3075
T500,2,7600-7650,offload,BITFLIP,19,0.0475
T500,2,7600-7650,offload,RESAMPLE,0,0.0
T500,2,7600-7650,seq,GA,93,0.2325
T500,2,7600-7650,seq,SWAP,262,0.655
T500,2,7600-7650,seq,VNS,45,0.1125
T500,2,7600-7650,seq,RESAMPLE,0,0.0
T500,2,7600-7650,dev,DE,191,0.4775
T500,2,7600-7650,dev,GDE,206,0.515
T500,2,7600-7650,dev,LEVY,3,0.0075
T500,2,7600-7650,dev,RESAMPLE,0,0.0
T500,2,7650-7700,offload,GA,247,0.6175
T500,2,7650-7700,offload,DE,144,0.36
T500,2,7650-7700,offload,BITFLIP,9,0.0225
T500,2,7650-7700,offload,RESAMPLE,0,0.0
T500,2,7650-7700,seq,GA,77,0.1925
T500,2,7650-7700,seq,SWAP,284,0.71
T500,2,7650-7700,seq,VNS,39,0.0975
T500,2,7650-7700,seq,RESAMPLE,0,0.0
T500,2,7650-7700,dev,DE,217,0.5425
T500,2,7650-7700,dev,GDE,169,0.4225
T500,2,7650-7700,dev,LEVY,14,0.035
T500,2,7650-7700,dev,RESAMPLE,0,0.0
T500,2,7700-7750,offload,GA,180,0.45
T500,2,7700-7750,offload,DE,217,0.5425
T500,2,7700-7750,offload,BITFLIP,3,0.0075
T500,2,7700-7750,offload,RESAMPLE,0,0.0
T500,2,7700-7750,seq,GA,248,0.62
T500,2,7700-7750,seq,SWAP,129,0.3225
T500,2,7700-7750,seq,VNS,23,0.0575
T500,2,7700-7750,seq,RESAMPLE,0,0.0
T500,2,7700-7750,dev,DE,339,0.8475
T500,2,7700-7750,dev,GDE,57,0.1425
T500,2,7700-7750,dev,LEVY,3,0.0075
T500,2,7700-7750,dev,RESAMPLE,1,0.0025
T500,2,7750-7800,offload,GA,101,0.2525
T500,2,7750-7800,offload,DE,295,0.7375
T500,2,7750-7800,offload,BITFLIP,2,0.005
T500,2,7750-7800,offload,RESAMPLE,2,0.005
T500,2,7750-7800,seq,GA,395,0.9875
T500,2,7750-7800,seq,SWAP,3,0.0075
T500,2,7750-7800,seq,VNS,1,0.0025
T500,2,7750-7800,seq,RESAMPLE,1,0.0025
T500,2,7750-7800,dev,DE,392,0.98
T500,2,7750-7800,dev,GDE,2,0.005
T500,2,7750-7800,dev,LEVY,4,0.01
T500,2,7750-7800,dev,RESAMPLE,2,0.005
T500,2,7800-7850,offload,GA,111,0.2775
T500,2,7800-7850,offload,DE,283,0.7075
T500,2,7800-7850,offload,BITFLIP,5,0.0125
T500,2,7800-7850,offload,RESAMPLE,1,0.0025
T500,2,7800-7850,seq,GA,395,0.9875
T500,2,7800-7850,seq,SWAP,3,0.0075
T500,2,7800-7850,seq,VNS,1,0.0025
T500,2,7800-7850,seq,RESAMPLE,1,0.0025
T500,2,7800-7850,dev,DE,385,0.9625
T500,2,7800-7850,dev,GDE,12,0.03
T500,2,7800-7850,dev,LEVY,1,0.0025
T500,2,7800-7850,dev,RESAMPLE,2,0.005
T500,2,7850-7900,offload,GA,118,0.295
T500,2,7850-7900,offload,DE,277,0.6925
T500,2,7850-7900,offload,BITFLIP,3,0.0075
T500,2,7850-7900,offload,RESAMPLE,2,0.005
T500,2,7850-7900,seq,GA,379,0.9475
T500,2,7850-7900,seq,SWAP,1,0.0025
T500,2,7850-7900,seq,VNS,20,0.05
T500,2,7850-7900,seq,RESAMPLE,0,0.0
T500,2,7850-7900,dev,DE,382,0.955
T500,2,7850-7900,dev,GDE,16,0.04
T500,2,7850-7900,dev,LEVY,1,0.0025
T500,2,7850-7900,dev,RESAMPLE,1,0.0025
T500,2,7900-7950,offload,GA,102,0.255
T500,2,7900-7950,offload,DE,295,0.7375
T500,2,7900-7950,offload,BITFLIP,1,0.0025
T500,2,7900-7950,offload,RESAMPLE,2,0.005
T500,2,7900-7950,seq,GA,392,0.98
T500,2,7900-7950,seq,SWAP,6,0.015
T500,2,7900-7950,seq,VNS,2,0.005
T500,2,7900-7950,seq,RESAMPLE,0,0.0
T500,2,7900-7950,dev,DE,392,0.98
T500,2,7900-7950,dev,GDE,3,0.0075
T500,2,7900-7950,dev,LEVY,3,0.0075
T500,2,7900-7950,dev,RESAMPLE,2,0.005
T500,2,7950-8000,offload,GA,164,0.41
T500,2,7950-8000,offload,DE,217,0.5425
T500,2,7950-8000,offload,BITFLIP,19,0.0475
T500,2,7950-8000,offload,RESAMPLE,0,0.0
T500,2,7950-8000,seq,GA,215,0.5375
T500,2,7950-8000,seq,SWAP,170,0.425
T500,2,7950-8000,seq,VNS,15,0.0375
T500,2,7950-8000,seq,RESAMPLE,0,0.0
T500,2,7950-8000,dev,DE,290,0.725
T500,2,7950-8000,dev,GDE,101,0.2525
T500,2,7950-8000,dev,LEVY,8,0.02
T500,2,7950-8000,dev,RESAMPLE,1,0.0025
T500,2,8000-8050,offload,GA,100,0.25
T500,2,8000-8050,offload,DE,298,0.745
T500,2,8000-8050,offload,BITFLIP,0,0.0
T500,2,8000-8050,offload,RESAMPLE,2,0.005
T500,2,8000-8050,seq,GA,396,0.99
T500,2,8000-8050,seq,SWAP,2,0.005
T500,2,8000-8050,seq,VNS,0,0.0
T500,2,8000-8050,seq,RESAMPLE,2,0.005
T500,2,8000-8050,dev,DE,394,0.985
T500,2,8000-8050,dev,GDE,0,0.0
T500,2,8000-8050,dev,LEVY,3,0.0075
T500,2,8000-8050,dev,RESAMPLE,3,0.0075
T500,2,8050-8100,offload,GA,119,0.2975
T500,2,8050-8100,offload,DE,277,0.6925
T500,2,8050-8100,offload,BITFLIP,3,0.0075
T500,2,8050-8100,offload,RESAMPLE,1,0.0025
T500,2,8050-8100,seq,GA,383,0.9575
T500,2,8050-8100,seq,SWAP,12,0.03
T500,2,8050-8100,seq,VNS,4,0.01
T500,2,8050-8100,seq,RESAMPLE,1,0.0025
T500,2,8050-8100,dev,DE,368,0.92
T500,2,8050-8100,dev,GDE,31,0.0775
T500,2,8050-8100,dev,LEVY,1,0.0025
T500,2,8050-8100,dev,RESAMPLE,0,0.0
T500,2,8100-8150,offload,GA,229,0.5725
T500,2,8100-8150,offload,DE,168,0.42
T500,2,8100-8150,offload,BITFLIP,3,0.0075
T500,2,8100-8150,offload,RESAMPLE,0,0.0
T500,2,8100-8150,seq,GA,116,0.29
T500,2,8100-8150,seq,SWAP,242,0.605
T500,2,8100-8150,seq,VNS,42,0.105
T500,2,8100-8150,seq,RESAMPLE,0,0.0
T500,2,8100-8150,dev,DE,251,0.6275
T500,2,8100-8150,dev,GDE,145,0.3625
T500,2,8100-8150,dev,LEVY,4,0.01
T500,2,8100-8150,dev,RESAMPLE,0,0.0
T500,2,8150-8200,offload,GA,192,0.48
T500,2,8150-8200,offload,DE,208,0.52
T500,2,8150-8200,offload,BITFLIP,0,0.0
T500,2,8150-8200,offload,RESAMPLE,0,0.0
T500,2,8150-8200,seq,GA,130,0.325
T500,2,8150-8200,seq,SWAP,226,0.565
T500,2,8150-8200,seq,VNS,44,0.11
T500,2,8150-8200,seq,RESAMPLE,0,0.0
T500,2,8150-8200,dev,DE,313,0.7825
T500,2,8150-8200,dev,GDE,79,0.1975
T500,2,8150-8200,dev,LEVY,8,0.02
T500,2,8150-8200,dev,RESAMPLE,0,0.0
T500,2,8200-8250,offload,GA,105,0.2625
T500,2,8200-8250,offload,DE,292,0.73
T500,2,8200-8250,offload,BITFLIP,2,0.005
T500,2,8200-8250,offload,RESAMPLE,1,0.0025
T500,2,8200-8250,seq,GA,386,0.965
T500,2,8200-8250,seq,SWAP,13,0.0325
T500,2,8200-8250,seq,VNS,1,0.0025
T500,2,8200-8250,seq,RESAMPLE,0,0.0
T500,2,8200-8250,dev,DE,395,0.9875
T500,2,8200-8250,dev,GDE,2,0.005
T500,2,8200-8250,dev,LEVY,3,0.0075
T500,2,8200-8250,dev,RESAMPLE,0,0.0
T500,2,8250-8300,offload,GA,100,0.25
T500,2,8250-8300,offload,DE,297,0.7425
T500,2,8250-8300,offload,BITFLIP,2,0.005
T500,2,8250-8300,offload,RESAMPLE,1,0.0025
T500,2,8250-8300,seq,GA,396,0.99
T500,2,8250-8300,seq,SWAP,3,0.0075
T500,2,8250-8300,seq,VNS,1,0.0025
T500,2,8250-8300,seq,RESAMPLE,0,0.0
T500,2,8250-8300,dev,DE,391,0.9775
T500,2,8250-8300,dev,GDE,2,0.005
T500,2,8250-8300,dev,LEVY,5,0.0125
T500,2,8250-8300,dev,RESAMPLE,2,0.005
T500,2,8300-8350,offload,GA,108,0.27
T500,2,8300-8350,offload,DE,290,0.725
T500,2,8300-8350,offload,BITFLIP,1,0.0025
T500,2,8300-8350,offload,RESAMPLE,1,0.0025
T500,2,8300-8350,seq,GA,383,0.9575
T500,2,8300-8350,seq,SWAP,12,0.03
T500,2,8300-8350,seq,VNS,2,0.005
T500,2,8300-8350,seq,RESAMPLE,3,0.0075
T500,2,8300-8350,dev,DE,376,0.94
T500,2,8300-8350,dev,GDE,15,0.0375
T500,2,8300-8350,dev,LEVY,4,0.01
T500,2,8300-8350,dev,RESAMPLE,5,0.0125
T500,2,8350-8400,offload,GA,99,0.2475
T500,2,8350-8400,offload,DE,297,0.7425
T500,2,8350-8400,offload,BITFLIP,3,0.0075
T500,2,8350-8400,offload,RESAMPLE,1,0.0025
T500,2,8350-8400,seq,GA,392,0.98
T500,2,8350-8400,seq,SWAP,3,0.0075
T500,2,8350-8400,seq,VNS,2,0.005
T500,2,8350-8400,seq,RESAMPLE,3,0.0075
T500,2,8350-8400,dev,DE,397,0.9925
T500,2,8350-8400,dev,GDE,2,0.005
T500,2,8350-8400,dev,LEVY,0,0.0
T500,2,8350-8400,dev,RESAMPLE,1,0.0025
T500,2,8400-8450,offload,GA,190,0.475
T500,2,8400-8450,offload,DE,209,0.5225
T500,2,8400-8450,offload,BITFLIP,1,0.0025
T500,2,8400-8450,offload,RESAMPLE,0,0.0
T500,2,8400-8450,seq,GA,245,0.6125
T500,2,8400-8450,seq,SWAP,124,0.31
T500,2,8400-8450,seq,VNS,31,0.0775
T500,2,8400-8450,seq,RESAMPLE,0,0.0
T500,2,8400-8450,dev,DE,266,0.665
T500,2,8400-8450,dev,GDE,121,0.3025
T500,2,8400-8450,dev,LEVY,13,0.0325
T500,2,8400-8450,dev,RESAMPLE,0,0.0
T500,2,8450-8500,offload,GA,105,0.2625
T500,2,8450-8500,offload,DE,294,0.735
T500,2,8450-8500,offload,BITFLIP,1,0.0025
T500,2,8450-8500,offload,RESAMPLE,0,0.0
T500,2,8450-8500,seq,GA,351,0.8775
T500,2,8450-8500,seq,SWAP,35,0.0875
T500,2,8450-8500,seq,VNS,13,0.0325
T500,2,8450-8500,seq,RESAMPLE,1,0.0025
T500,2,8450-8500,dev,DE,385,0.9625
T500,2,8450-8500,dev,GDE,14,0.035
T500,2,8450-8500,dev,LEVY,0,0.0
T500,2,8450-8500,dev,RESAMPLE,1,0.0025
T500,2,8500-8550,offload,GA,100,0.25
T500,2,8500-8550,offload,DE,298,0.745
T500,2,8500-8550,offload,BITFLIP,1,0.0025
T500,2,8500-8550,offload,RESAMPLE,1,0.0025
T500,2,8500-8550,seq,GA,395,0.9875
T500,2,8500-8550,seq,SWAP,0,0.0
T500,2,8500-8550,seq,VNS,2,0.005
T500,2,8500-8550,seq,RESAMPLE,3,0.0075
T500,2,8500-8550,dev,DE,393,0.9825
T500,2,8500-8550,dev,GDE,5,0.0125
T500,2,8500-8550,dev,LEVY,1,0.0025
T500,2,8500-8550,dev,RESAMPLE,1,0.0025
T500,2,8550-8600,offload,GA,109,0.2725
T500,2,8550-8600,offload,DE,287,0.7175
T500,2,8550-8600,offload,BITFLIP,2,0.005
T500,2,8550-8600,offload,RESAMPLE,2,0.005
T500,2,8550-8600,seq,GA,384,0.96
T500,2,8550-8600,seq,SWAP,12,0.03
T500,2,8550-8600,seq,VNS,3,0.0075
T500,2,8550-8600,seq,RESAMPLE,1,0.0025
T500,2,8550-8600,dev,DE,388,0.97
T500,2,8550-8600,dev,GDE,9,0.0225
T500,2,8550-8600,dev,LEVY,2,0.005
T500,2,8550-8600,dev,RESAMPLE,1,0.0025
