problem,run,generation_window,block,operator,selection_count,selection_probability
T500,9,9400-9450,offload,GA,249,0.6225
T500,9,9400-9450,offload,DE,53,0.1325
T500,9,9400-9450,offload,BITFLIP,98,0.245
T500,9,9400-9450,offload,RESAMPLE,0,0.0
T500,9,9400-9450,seq,GA,235,0.5875
T500,9,9400-9450,seq,SWAP,124,0.31
T500,9,9400-9450,seq,VNS,41,0.1025
T500,9,9400-9450,seq,RESAMPLE,0,0.0
T500,9,9400-9450,dev,DE,176,0.44
T500,9,9400-9450,dev,GDE,138,0.345
T500,9,9400-9450,dev,LEVY,84,0.21
T500,9,9400-9450,dev,RESAMPLE,2,0.005
T500,9,9450-9500,offload,GA,236,0.59
T500,9,9450-9500,offload,DE,54,0.135
T500,9,9450-9500,offload,BITFLIP,110,0.275
T500,9,9450-9500,offload,RESAMPLE,0,0.0
T500,9,9450-9500,seq,GA,287,0.7175
T500,9,9450-9500,seq,SWAP,110,0.275
T500,9,9450-9500,seq,VNS,1,0.0025
T500,9,9450-9500,seq,RESAMPLE,2,0.005
T500,9,9450-9500,dev,DE,249,0.6225
T500,9,9450-9500,dev,GDE,75,0.1875
T500,9,9450-9500,dev,LEVY,75,0.1875
T500,9,9450-9500,dev,RESAMPLE,1,0.0025
T500,9,9500-9550,offload,GA,244,0.61
T500,9,9500-9550,offload,DE,52,0.13
T500,9,9500-9550,offload,BITFLIP,103,0.2575
T500,9,9500-9550,offload,RESAMPLE,1,0.0025
T500,9,9500-9550,seq,GA,292,0.73
T500,9,9500-9550,seq,SWAP,103,0.2575
T500,9,9500-9550,seq,VNS,2,0.005
T500,9,9500-9550,seq,RESAMPLE,3,0.0075
T500,9,9500-9550,dev,DE,263,0.6575
T500,9,9500-9550,dev,GDE,69,0.1725
T500,9,9500-9550,dev,LEVY,68,0.17
T500,9,9500-9550,dev,RESAMPLE,0,0.0
T500,9,9550-9600,offload,GA,251,0.6275
T500,9,9550-9600,offload,DE,50,0.125
T500,9,9550-9600,offload,BITFLIP,99,0.2475
T500,9,9550-9600,offload,RESAMPLE,0,0.0
T500,9,9550-9600,seq,GA,294,0.735
T500,9,9550-9600,seq,SWAP,101,0.2525
T500,9,9550-9600,seq,VNS,3,0.0075
T500,9,9550-9600,seq,RESAMPLE,2,0.005
T500,9,9550-9600,dev,DE,247,0.6175
T500,9,9550-9600,dev,GDE,71,0.1775
T500,9,9550-9600,dev,LEVY,82,0.205
T500,9,9550-9600,dev,RESAMPLE,0,0.0
T500,9,9600-9650,offload,GA,246,0.615
T500,9,9600-9650,offload,DE,55,0.1375
T500,9,9600-9650,offload,BITFLIP,98,0.245
T500,9,9600-9650,offload,RESAMPLE,1,0.0025
T500,9,9600-9650,seq,GA,287,0.7175
T500,9,9600-9650,seq,SWAP,105,0.2625
T500,9,9600-9650,seq,VNS,5,0.0125
T500,9,9600-9650,seq,RESAMPLE,3,0.0075
T500,9,9600-9650,dev,DE,211,0.5275
T500,9,9600-9650,dev,GDE,101,0.2525
T500,9,9600-9650,dev,LEVY,86,0.215
T500,9,9600-9650,dev,RESAMPLE,2,0.005
T500,9,9650-9700,offload,GA,245,0.6125
T500,9,9650-9700,offload,DE,48,0.12
T500,9,9650-9700,offload,BITFLIP,105,0.2625
T500,9,9650-9700,offload,RESAMPLE,2,0.005
T500,9,9650-9700,seq,GA,257,0.6425
T500,9,9650-9700,seq,SWAP,103,0.2575
T500,9,9650-9700,seq,VNS,37,0.0925
T500,9,9650-9700,seq,RESAMPLE,3,0.0075
T500,9,9650-9700,dev,DE,206,0.515
T500,9,9650-9700,dev,GDE,109,0.2725
T500,9,9650-9700,dev,LEVY,85,0.2125
T500,9,9650-9700,dev,RESAMPLE,0,0.0
T500,9,9700-9750,offload,GA,199,0.4975
T500,9,9700-9750,offload,DE,57,0.1425
T500,9,9700-9750,offload,BITFLIP,144,0.36
T500,9,9700-9750,offload,RESAMPLE,0,0.0
T500,9,9700-9750,seq,GA,97,0.2425
T500,9,9700-9750,seq,SWAP,138,0.345
T500,9,9700-9750,seq,VNS,165,0.4125
T500,9,9700-9750,seq,RESAMPLE,0,0.0
T500,9,9700-9750,dev,DE,90,0.225
T500,9,9700-9750,dev,GDE,199,0.4975
T500,9,9700-9750,dev,LEVY,110,0.275
T500,9,9700-9750,dev,RESAMPLE,1,0.0025
T500,9,9750-9800,offload,GA,250,0.625
T500,9,9750-9800,offload,DE,46,0.115
T500,9,9750-9800,offload,BITFLIP,104,0.26
T500,9,9750-9800,offload,RESAMPLE,0,0.0
T500,9,9750-9800,seq,GA,173,0.4325
T500,9,9750-9800,seq,SWAP,125,0.3125
T500,9,9750-9800,seq,VNS,102,0.255
T500,9,9750-9800,seq,RESAMPLE,0,0.0
T500,9,9750-9800,dev,DE,214,0.535
T500,9,9750-9800,dev,GDE,102,0.255
T500,9,9750-9800,dev,LEVY,84,0.21
T500,9,9750-9800,dev,RESAMPLE,0,0.0
T500,9,9800-9850,offload,GA,236,0.59
T500,9,9800-9850,offload,DE,50,0.125
T500,9,9800-9850,offload,BITFLIP,113,0.2825
T500,9,9800-9850,offload,RESAMPLE,1,0.0025
T500,9,9800-9850,seq,GA,273,0.6825
T500,9,9800-9850,seq,SWAP,104,0.26
T500,9,9800-9850,seq,VNS,21,0.0525
T500,9,9800-9850,seq,RESAMPLE,2,0.005
T500,9,9800-9850,dev,DE,170,0.425
T500,9,9800-9850,dev,GDE,135,0.3375
T500,9,9800-9850,dev,LEVY,95,0.2375
T500,9,9800-9850,dev,RESAMPLE,0,0.0
T500,9,9850-9900,offload,GA,249,0.6225
T500,9,9850-9900,offload,DE,51,0.1275
T500,9,9850-9900,offload,BITFLIP,99,0.2475
T500,9,9850-9900,offload,RESAMPLE,1,0.0025
T500,9,9850-9900,seq,GA,262,0.655
T500,9,9850-9900,seq,SWAP,105,0.2625
T500,9,9850-9900,seq,VNS,33,0.0825
T500,9,9850-9900,seq,RESAMPLE,0,0.0
T500,9,9850-9900,dev,DE,206,0.515
T500,9,9850-9900,dev,GDE,121,0.3025
T500,9,9850-9900,dev,LEVY,71,0.1775
T500,9,9850-9900,dev,RESAMPLE,2,0.005
T500,9,9900-9950,offload,GA,241,0.6025
T500,9,9900-9950,offload,DE,49,0.1225
T500,9,9900-9950,offload,BITFLIP,110,0.275
T500,9,9900-9950,offload,RESAMPLE,0,0.0
T500,9,9900-9950,seq,GA,293,0.7325
T500,9,9900-9950,seq,SWAP,103,0.2575
T500,9,9900-9950,seq,VNS,2,0.005
T500,9,9900-9950,seq,RESAMPLE,2,0.005
T500,9,9900-9950,dev,DE,216,0.54
T500,9,9900-9950,dev,GDE,95,0.2375
T500,9,9900-9950,dev,LEVY,89,0.2225
T500,9,9900-9950,dev,RESAMPLE,0,0.0
T500,9,9950-10000,offload,GA,216,0.54
T500,9,9950-10000,offload,DE,53,0.1325
T500,9,9950-10000,offload,BITFLIP,131,0.3275
T500,9,9950-10000,offload,RESAMPLE,0,0.0
T500,9,9950-10000,seq,GA,188,0.47
T500,9,9950-10000,seq,SWAP,117,0.2925
T500,9,9950-10000,seq,VNS,92,0.23
T500,9,9950-10000,seq,RESAMPLE,3,0.0075
T500,9,9950-10000,dev,DE,176,0.44
T500,9,9950-10000,dev,GDE,145,0.3625
T500,9,9950-10000,dev,LEVY,79,0.1975
T500,9,9950-10000,dev,RESAMPLE,0,0.0
T500,10,0-50,offload,GA,66,0.165
T500,10,0-50,offload,DE,272,0.68
T500,10,0-50,offload,BITFLIP,52,0.13
T500,10,0-50,offload,RESAMPLE,10,0.025
T500,10,0-50,seq,GA,8,0.02
T500,10,0-50,seq,SWAP,384,0.96
T500,10,0-50,seq,VNS,8,0.02
T500,10,0-50,seq,RESAMPLE,0,0.0
T500,10,0-50,dev,DE,190,0.475
T500,10,0-50,dev,GDE,190,0.475
T500,10,0-50,dev,LEVY,12,0.03
T500,10,0-50,dev,RESAMPLE,8,0.02
T500,10,50-100,offload,GA,106,0.265
T500,10,50-100,offload,DE,179,0.4475
T500,10,50-100,offload,BITFLIP,92,0.23
T500,10,50-100,offload,RESAMPLE,23,0.0575
T500,10,50-100,seq,GA,185,0.4625
T500,10,50-100,seq,SWAP,199,0.4975
T500,10,50-100,seq,VNS,3,0.0075
T500,10,50-100,seq,RESAMPLE,13,0.0325
T500,10,50-100,dev,DE,235,0.5875
T500,10,50-100,dev,GDE,28,0.07
T500,10,50-100,dev,LEVY,134,0.335
T500,10,50-100,dev,RESAMPLE,3,0.0075
T500,10,100-150,offload,GA,51,0.1275
T500,10,100-150,offload,DE,293,0.7325
T500,10,100-150,offload,BITFLIP,56,0.14
T500,10,100-150,offload,RESAMPLE,0,0.0
T500,10,100-150,seq,GA,307,0.7675
T500,10,100-150,seq,SWAP,17,0.0425
T500,10,100-150,seq,VNS,76,0.19
T500,10,100-150,seq,RESAMPLE,0,0.0
T500,10,100-150,dev,DE,89,0.2225
T500,10,100-150,dev,GDE,88,0.22
T500,10,100-150,dev,LEVY,217,0.5425
T500,10,100-150,dev,RESAMPLE,6,0.015
T500,10,150-200,offload,GA,50,0.125
T500,10,150-200,offload,DE,304,0.76
T500,10,150-200,offload,BITFLIP,46,0.115
T500,10,150-200,offload,RESAMPLE,0,0.0
T500,10,150-200,seq,GA,135,0.3375
T500,10,150-200,seq,SWAP,109,0.2725
T500,10,150-200,seq,VNS,156,0.39
T500,10,150-200,seq,RESAMPLE,0,0.0
T500,10,150-200,dev,DE,114,0.285
T500,10,150-200,dev,GDE,157,0.3925
T500,10,150-200,dev,LEVY,126,0.315
T500,10,150-200,dev,RESAMPLE,3,0.0075
T500,10,200-250,offload,GA,96,0.24
T500,10,200-250,offload,DE,269,0.6725
T500,10,200-250,offload,BITFLIP,35,0.0875
T500,10,200-250,offload,RESAMPLE,0,0.0
T500,10,200-250,seq,GA,73,0.1825
T500,10,200-250,seq,SWAP,160,0.4
T500,10,200-250,seq,VNS,167,0.4175
T500,10,200-250,seq,RESAMPLE,0,0.0
T500,10,200-250,dev,DE,86,0.215
T500,10,200-250,dev,GDE,245,0.6125
T500,10,200-250,dev,LEVY,66,0.165
T500,10,200-250,dev,RESAMPLE,3,0.0075
T500,10,250-300,offload,GA,172,0.43
T500,10,250-300,offload,DE,224,0.56
T500,10,250-300,offload,BITFLIP,4,0.01
T500,10,250-300,offload,RESAMPLE,0,0.0
T500,10,250-300,seq,GA,75,0.1875
T500,10,250-300,seq,SWAP,195,0.4875
T500,10,250-300,seq,VNS,130,0.325
T500,10,250-300,seq,RESAMPLE,0,0.0
T500,10,250-300,dev,DE,68,0.17
T500,10,250-300,dev,GDE,307,0.7675
T500,10,250-300,dev,LEVY,16,0.04
T500,10,250-300,dev,RESAMPLE,9,0.0225
T500,10,300-350,offload,GA,178,0.445
T500,10,300-350,offload,DE,218,0.545
T500,10,300-350,offload,BITFLIP,4,0.01
T500,10,300-350,offload,RESAMPLE,0,0.0
T500,10,300-350,seq,GA,108,0.27
T500,10,300-350,seq,SWAP,193,0.4825
T500,10,300-350,seq,VNS,99,0.2475
T500,10,300-350,seq,RESAMPLE,0,0.0
T500,10,300-350,dev,DE,31,0.0775
T500,10,300-350,dev,GDE,358,0.895
T500,10,300-350,dev,LEVY,11,0.0275
T500,10,300-350,dev,RESAMPLE,0,0.0
T500,10,350-400,offload,GA,154,0.385
T500,10,350-400,offload,DE,228,0.57
T500,10,350-400,offload,BITFLIP,17,0.0425
T500,10,350-400,offload,RESAMPLE,1,0.0025
T500,10,350-400,seq,GA,49,0.1225
T500,10,350-400,seq,SWAP,273,0.6825
T500,10,350-400,seq,VNS,78,0.195
T500,10,350-400,seq,RESAMPLE,0,0.0
T500,10,350-400,dev,DE,47,0.1175
T500,10,350-400,dev,GDE,329,0.8225
T500,10,350-400,dev,LEVY,20,0.05
T500,10,350-400,dev,RESAMPLE,4,0.01
T500,10,400-450,offload,GA,171,0.4275
T500,10,400-450,offload,DE,198,0.495
T500,10,400-450,offload,BITFLIP,31,0.0775
T500,10,400-450,offload,RESAMPLE,0,0.0
T500,10,400-450,seq,GA,49,0.1225
T500,10,400-450,seq,SWAP,256,0.64
T500,10,400-450,seq,VNS,95,0.2375
T500,10,400-450,seq,RESAMPLE,0,0.0
T500,10,400-450,dev,DE,25,0.0625
T500,10,400-450,dev,GDE,358,0.895
T500,10,400-450,dev,LEVY,17,0.0425
T500,10,400-450,dev,RESAMPLE,0,0.0
T500,10,450-500,offload,GA,124,0.31
T500,10,450-500,offload,DE,257,0.6425
T500,10,450-500,offload,BITFLIP,19,0.0475
T500,10,450-500,offload,RESAMPLE,0,0.0
T500,10,450-500,seq,GA,41,0.1025
T500,10,450-500,seq,SWAP,270,0.675
T500,10,450-500,seq,VNS,89,0.2225
T500,10,450-500,seq,RESAMPLE,0,0.0
T500,10,450-500,dev,DE,1,0.0025
T500,10,450-500,dev,GDE,394,0.985
T500,10,450-500,dev,LEVY,5,0.0125
T500,10,450-500,dev,RESAMPLE,0,0.0
T500,10,500-550,offload,GA,146,0.365
T500,10,500-550,offload,DE,222,0.555
T500,10,500-550,offload,BITFLIP,32,0.08
T500,10,500-550,offload,RESAMPLE,0,0.0
T500,10,500-550,seq,GA,79,0.1975
T500,10,500-550,seq,SWAP,215,0.5375
T500,10,500-550,seq,VNS,106,0.265
T500,10,500-550,seq,RESAMPLE,0,0.0
T500,10,500-550,dev,DE,5,0.0125
T500,10,500-550,dev,GDE,370,0.925
T500,10,500-550,dev,LEVY,25,0.0625
T500,10,500-550,dev,RESAMPLE,0,0.0
T500,10,550-600,offload,GA,146,0.365
T500,10,550-600,offload,DE,220,0.55
T500,10,550-600,offload,BITFLIP,34,0.085
T500,10,550-600,offload,RESAMPLE,0,0.0
T500,10,550-600,seq,GA,89,0.2225
T500,10,550-600,seq,SWAP,214,0.535
T500,10,550-600,seq,VNS,97,0.2425
T500,10,550-600,seq,RESAMPLE,0,0.0
T500,10,550-600,dev,DE,25,0.0625
T500,10,550-600,dev,GDE,345,0.8625
T500,10,550-600,dev,LEVY,27,0.0675
T500,10,550-600,dev,RESAMPLE,3,0.0075
T500,10,600-650,offload,GA,138,0.345
T500,10,600-650,offload,DE,227,0.5675
T500,10,600-650,offload,BITFLIP,35,0.0875
T500,10,600-650,offload,RESAMPLE,0,0.0
T500,10,600-650,seq,GA,82,0.205
T500,10,600-650,seq,SWAP,233,0.5825
T500,10,600-650,seq,VNS,85,0.2125
T500,10,600-650,seq,RESAMPLE,0,0.0
T500,10,600-650,dev,DE,1,0.0025
T500,10,600-650,dev,GDE,364,0.91
T500,10,600-650,dev,LEVY,35,0.0875
T500,10,600-650,dev,RESAMPLE,0,0.0
T500,10,650-700,offload,GA,130,0.325
T500,10,650-700,offload,DE,257,0.6425
T500,10,650-700,offload,BITFLIP,13,0.0325
T500,10,650-700,offload,RESAMPLE,0,0.0
T500,10,650-700,seq,GA,89,0.2225
T500,10,650-700,seq,SWAP,210,0.525
T500,10,650-700,seq,VNS,101,0.2525
T500,10,650-700,seq,RESAMPLE,0,0.0
T500,10,650-700,dev,DE,4,0.01
T500,10,650-700,dev,GDE,378,0.945
T500,10,650-700,dev,LEVY,18,0.045
T500,10,650-700,dev,RESAMPLE,0,0.0
T500,10,700-750,offload,GA,185,0.4625
T500,10,700-750,offload,DE,183,0.4575
T500,10,700-750,offload,BITFLIP,32,0.08
T500,10,700-750,offload,RESAMPLE,0,0.0
T500,10,700-750,seq,GA,95,0.2375
T500,10,700-750,seq,SWAP,227,0.5675
T500,10,700-750,seq,VNS,78,0.195
T500,10,700-750,seq,RESAMPLE,0,0.0
T500,10,700-750,dev,DE,3,0.0075
T500,10,700-750,dev,GDE,378,0.945
T500,10,700-750,dev,LEVY,19,0.0475
T500,10,700-750,dev,RESAMPLE,0,0.0
T500,10,750-800,offload,GA,187,0.4675
T500,10,750-800,offload,DE,180,0.45
T500,10,750-800,offload,BITFLIP,33,0.0825
T500,10,750-800,offload,RESAMPLE,0,0.0
T500,10,750-800,seq,GA,73,0.1825
T500,10,750-800,seq,SWAP,257,0.6425
T500,10,750-800,seq,VNS,70,0.175
T500,10,750-800,seq,RESAMPLE,0,0.0
T500,10,750-800,dev,DE,4,0.01
T500,10,750-800,dev,GDE,379,0.9475
T500,10,750-800,dev,LEVY,17,0.0425
T500,10,750-800,dev,RESAMPLE,0,0.0
T500,10,800-850,offload,GA,159,0.3975
T500,10,800-850,offload,DE,220,0.55
T500,10,800-850,offload,BITFLIP,21,0.0525
T500,10,800-850,offload,RESAMPLE,0,0.0
T500,10,800-850,seq,GA,108,0.27
T500,10,800-850,seq,SWAP,240,0.6
T500,10,800-850,seq,VNS,52,0.13
T500,10,800-850,seq,RESAMPLE,0,0.0
T500,10,800-850,dev,DE,29,0.0725
T500,10,800-850,dev,GDE,351,0.8775
T500,10,800-850,dev,LEVY,20,0.05
T500,10,800-850,dev,RESAMPLE,0,0.0
T500,10,850-900,offload,GA,247,0.6175
T500,10,850-900,offload,DE,144,0.36
T500,10,850-900,offload,BITFLIP,9,0.0225
T500,10,850-900,offload,RESAMPLE,0,0.0
T500,10,850-900,seq,GA,84,0.21
T500,10,850-900,seq,SWAP,278,0.695
T500,10,850-900,seq,VNS,38,0.095
T500,10,850-900,seq,RESAMPLE,0,0.0
T500,10,850-900,dev,DE,8,0.02
T500,10,850-900,dev,GDE,382,0.955
T500,10,850-900,dev,LEVY,10,0.025
T500,10,850-900,dev,RESAMPLE,0,0.0
T500,10,900-950,offload,GA,252,0.63
T500,10,900-950,offload,DE,124,0.31
T500,10,900-950,offload,BITFLIP,24,0.06
T500,10,900-950,offload,RESAMPLE,0,0.0
T500,10,900-950,seq,GA,120,0.3
T500,10,900-950,seq,SWAP,242,0.605
T500,10,900-950,seq,VNS,38,0.095
T500,10,900-950,seq,RESAMPLE,0,0.0
T500,10,900-950,dev,DE,12,0.03
T500,10,900-950,dev,GDE,375,0.9375
T500,10,900-950,dev,LEVY,13,0.0325
T500,10,900-950,dev,RESAMPLE,0,0.0
T500,10,950-1000,offload,GA,186,0.465
T500,10,950-1000,offload,DE,186,0.465
T500,10,950-1000,offload,BITFLIP,28,0.07
T500,10,950-1000,offload,RESAMPLE,0,0.0
T500,10,950-1000,seq,GA,84,0.21
T500,10,950-1000,seq,SWAP,248,0.62
T500,10,950-1000,seq,VNS,68,0.17
T500,10,950-1000,seq,RESAMPLE,0,0.0
T500,10,950-1000,dev,DE,23,0.0575
T500,10,950-1000,dev,GDE,352,0.88
T500,10,950-1000,dev,LEVY,25,0.0625
T500,10,950-1000,dev,RESAMPLE,0,0.0
T500,10,1000-1050,offload,GA,160,0.4
T500,10,1000-1050,offload,DE,203,0.5075
T500,10,1000-1050,offload,BITFLIP,37,0.0925
T500,10,1000-1050,offload,RESAMPLE,0,0.0
T500,10,1000-1050,seq,GA,96,0.24
T500,10,1000-1050,seq,SWAP,273,0.6825
T500,10,1000-1050,seq,VNS,31,0.0775
T500,10,1000-1050,seq,RESAMPLE,0,0.0
T500,10,1000-1050,dev,DE,8,0.02
T500,10,1000-1050,dev,GDE,381,0.9525
T500,10,1000-1050,dev,LEVY,11,0.0275
T500,10,1000-1050,dev,RESAMPLE,0,0.0
T500,10,1050-1100,offload,GA,169,0.4225
T500,10,1050-1100,offload,DE,191,0.4775
T500,10,1050-1100,offload,BITFLIP,40,0.1
T500,10,1050-1100,offload,RESAMPLE,0,0.0
T500,10,1050-1100,seq,GA,66,0.165
T500,10,1050-1100,seq,SWAP,271,0.6775
T500,10,1050-1100,seq,VNS,63,0.1575
T500,10,1050-1100,seq,RESAMPLE,0,0.0
T500,10,1050-1100,dev,DE,2,0.005
T500,10,1050-1100,dev,GDE,376,0.94
T500,10,1050-1100,dev,LEVY,22,0.055
T500,10,1050-1100,dev,RESAMPLE,0,0.0
T500,10,1100-1150,offload,GA,192,0.48
T500,10,1100-1150,offload,DE,178,0.445
T500,10,1100-1150,offload,BITFLIP,30,0.075
T500,10,1100-1150,offload,RESAMPLE,0,0.0
T500,10,1100-1150,seq,GA,85,0.2125
T500,10,1100-1150,seq,SWAP,278,0.695
T500,10,1100-1150,seq,VNS,37,0.0925
T500,10,1100-1150,seq,RESAMPLE,0,0.0
T500,10,1100-1150,dev,DE,12,0.03
T500,10,1100-1150,dev,GDE,382,0.955
T500,10,1100-1150,dev,LEVY,6,0.015
T500,10,1100-1150,dev,RESAMPLE,0,0.0
T500,10,1150-1200,offload,GA,205,0.5125
T500,10,1150-1200,offload,DE,169,0.4225
T500,10,1150-1200,offload,BITFLIP,26,0.065
T500,10,1150-1200,offload,RESAMPLE,0,0.0
T500,10,1150-1200,seq,GA,159,0.3975
T500,10,1150-1200,seq,SWAP,195,0.4875
T500,10,1150-1200,seq,VNS,45,0.1125
T500,10,1150-1200,seq,RESAMPLE,1,0.0025
T500,10,1150-1200,dev,DE,9,0.0225
T500,10,1150-1200,dev,GDE,370,0.925
T500,10,1150-1200,dev,LEVY,21,0.0525
T500,10,1150-1200,dev,RESAMPLE,0,0.0
T500,10,1200-1250,offload,GA,161,0.4025
T500,10,1200-1250,offload,DE,190,0.475
T500,10,1200-1250,offload,BITFLIP,49,0.1225
T500,10,1200-1250,offload,RESAMPLE,0,0.0
T500,10,1200-1250,seq,GA,138,0.345
T500,10,1200-1250,seq,SWAP,223,0.5575
T500,10,1200-1250,seq,VNS,39,0.0975
T500,10,1200-1250,seq,RESAMPLE,0,0.0
T500,10,1200-1250,dev,DE,4,0.01
T500,10,1200-1250,dev,GDE,365,0.9125
T500,10,1200-1250,dev,LEVY,31,0.0775
T500,10,1200-1250,dev,RESAMPLE,0,0.0
T500,10,1250-1300,offload,GA,198,0.495
T500,10,1250-1300,offload,DE,183,0.4575
T500,10,1250-1300,offload,BITFLIP,19,0.0475
T500,10,1250-1300,offload,RESAMPLE,0,0.0
T500,10,1250-1300,seq,GA,54,0.135
T500,10,1250-1300,seq,SWAP,269,0.6725
T500,10,1250-1300,seq,VNS,77,0.1925
T500,10,1250-1300,seq,RESAMPLE,0,0.0
T500,10,1250-1300,dev,DE,6,0.015
T500,10,1250-1300,dev,GDE,375,0.9375
T500,10,1250-1300,dev,LEVY,19,0.0475
T500,10,1250-1300,dev,RESAMPLE,0,0.0
T500,10,1300-1350,offload,GA,137,0.3425
T500,10,1300-1350,offload,DE,238,0.595
T500,10,1300-1350,offload,BITFLIP,25,0.0625
T500,10,1300-1350,offload,RESAMPLE,0,0.0
T500,10,1300-1350,seq,GA,65,0.1625
T500,10,1300-1350,seq,SWAP,226,0.565
T500,10,1300-1350,seq,VNS,109,0.2725
T500,10,1300-1350,seq,RESAMPLE,0,0.0
T500,10,1300-1350,dev,DE,5,0.0125
T500,10,1300-1350,dev,GDE,359,0.8975
T500,10,1300-1350,dev,LEVY,36,0.09
T500,10,1300-1350,dev,RESAMPLE,0,0.0
T500,10,1350-1400,offload,GA,199,0.4975
T500,10,1350-1400,offload,DE,185,0.4625
T500,10,1350-1400,offload,BITFLIP,16,0.04
T500,10,1350-1400,offload,RESAMPLE,0,0.0
T500,10,1350-1400,seq,GA,118,0.295
T500,10,1350-1400,seq,SWAP,224,0.56
T500,10,1350-1400,seq,VNS,58,0.145
T500,10,1350-1400,seq,RESAMPLE,0,0.0
T500,10,1350-1400,dev,DE,9,0.0225
T500,10,1350-1400,dev,GDE,378,0.945
T500,10,1350-1400,dev,LEVY,13,0.0325
T500,10,1350-1400,dev,RESAMPLE,0,0.0
T500,10,1400-1450,offload,GA,150,0.375
T500,10,1400-1450,offload,DE,200,0.5
T500,10,1400-1450,offload,BITFLIP,50,0.125
T500,10,1400-1450,offload,RESAMPLE,0,0.0
T500,10,1400-1450,seq,GA,91,0.2275
T500,10,1400-1450,seq,SWAP,242,0.605
T500,10,1400-1450,seq,VNS,67,0.1675
T500,10,1400-1450,seq,RESAMPLE,0,0.0
T500,10,1400-1450,dev,DE,21,0.0525
T500,10,1400-1450,dev,GDE,365,0.9125
T500,10,1400-1450,dev,LEVY,14,0.035
T500,10,1400-1450,dev,RESAMPLE,0,0.0
T500,10,1450-1500,offload,GA,119,0.2975
T500,10,1450-1500,offload,DE,216,0.54
T500,10,1450-1500,offload,BITFLIP,65,0.1625
T500,10,1450-1500,offload,RESAMPLE,0,0.0
T500,10,1450-1500,seq,GA,84,0.21
T500,10,1450-1500,seq,SWAP,248,0.62
T500,10,1450-1500,seq,VNS,68,0.17
T500,10,1450-1500,seq,RESAMPLE,0,0.0
T500,10,1450-1500,dev,DE,12,0.03
T500,10,1450-1500,dev,GDE,357,0.8925
T500,10,1450-1500,dev,LEVY,31,0.0775
T500,10,1450-1500,dev,RESAMPLE,0,0.0
T500,10,1500-1550,offload,GA,128,0.32
T500,10,1500-1550,offload,DE,240,0.6
T500,10,1500-1550,offload,BITFLIP,32,0.08
T500,10,1500-1550,offload,RESAMPLE,0,0.0
T500,10,1500-1550,seq,GA,95,0.2375
T500,10,1500-1550,seq,SWAP,232,0.58
T500,10,1500-1550,seq,VNS,73,0.1825
T500,10,1500-1550,seq,RESAMPLE,0,0.0
T500,10,1500-1550,dev,DE,7,0.0175
T500,10,1500-1550,dev,GDE,367,0.9175
T500,10,1500-1550,dev,LEVY,26,0.065
T500,10,1500-1550,dev,RESAMPLE,0,0.0
T500,10,1550-1600,offload,GA,143,0.3575
T500,10,1550-1600,offload,DE,241,0.6025
T500,10,1550-1600,offload,BITFLIP,16,0.04
T500,10,1550-1600,offload,RESAMPLE,0,0.0
T500,10,1550-1600,seq,GA,49,0.1225
T500,10,1550-1600,seq,SWAP,286,0.715
T500,10,1550-1600,seq,VNS,65,0.1625
T500,10,1550-1600,seq,RESAMPLE,0,0.0
T500,10,1550-1600,dev,DE,13,0.0325
T500,10,1550-1600,dev,GDE,370,0.925
T500,10,1550-1600,dev,LEVY,17,0.0425
T500,10,1550-1600,dev,RESAMPLE,0,0.0
T500,10,1600-1650,offload,GA,202,0.505
T500,10,1600-1650,offload,DE,190,0.475
T500,10,1600-1650,offload,BITFLIP,8,0.02
T500,10,1600-1650,offload,RESAMPLE,0,0.0
T500,10,1600-1650,seq,GA,149,0.3725
T500,10,1600-1650,seq,SWAP,199,0.4975
T500,10,1600-1650,seq,VNS,52,0.13
T500,10,1600-1650,seq,RESAMPLE,0,0.0
T500,10,1600-1650,dev,DE,89,0.2225
T500,10,1600-1650,dev,GDE,293,0.7325
T500,10,1600-1650,dev,LEVY,3,0.0075
T500,10,1600-1650,dev,RESAMPLE,15,0.0375
T500,10,1650-1700,offload,GA,178,0.445
T500,10,1650-1700,offload,DE,206,0.515
T500,10,1650-1700,offload,BITFLIP,16,0.04
T500,10,1650-1700,offload,RESAMPLE,0,0.0
T500,10,1650-1700,seq,GA,46,0.115
T500,10,1650-1700,seq,SWAP,261,0.6525
T500,10,1650-1700,seq,VNS,93,0.2325
T500,10,1650-1700,seq,RESAMPLE,0,0.0
T500,10,1650-1700,dev,DE,9,0.0225
T500,10,1650-1700,dev,GDE,375,0.9375
T500,10,1650-1700,dev,LEVY,6,0.015
T500,10,1650-1700,dev,RESAMPLE,10,0.025
T500,10,1700-1750,offload,GA,157,0.3925
T500,10,1700-1750,offload,DE,223,0.5575
T500,10,1700-1750,offload,BITFLIP,20,0.05
T500,10,1700-1750,offload,RESAMPLE,0,0.0
T500,10,1700-1750,seq,GA,131,0.3275
T500,10,1700-1750,seq,SWAP,193,0.4825
T500,10,1700-1750,seq,VNS,76,0.19
T500,10,1700-1750,seq,RESAMPLE,0,0.0
T500,10,1700-1750,dev,DE,24,0.06
T500,10,1700-1750,dev,GDE,369,0.9225
T500,10,1700-1750,dev,LEVY,7,0.0175
T500,10,1700-1750,dev,RESAMPLE,0,0.0
T500,10,1750-1800,offload,GA,160,0.4
T500,10,1750-1800,offload,DE,226,0.565
