generation,block,config,intra_diversity,global_diversity,inter_diversity
3550,dev,full,1.026525953291066e-07,1.552514116411778e-07,5.259882711088268e-08
3600,offload,full,5.390413833940432e-05,8.353828721850031e-05,2.963734389660818e-05
3600,seq,full,9.285086847565532e-05,0.000126439181431777,3.359455112821861e-05
3600,dev,full,9.994913250172557e-08,1.359234398319176e-07,3.597431452139473e-08
3650,offload,full,5.599508522648542e-05,8.451364679567959e-05,2.852175559048947e-05
3650,seq,full,0.0001179097474919882,0.000517964344222966,0.0004001489352124841
3650,dev,full,7.883075963331834e-08,1.120975348356098e-07,3.326678044718245e-08
3700,offload,full,5.989932374214994e-05,8.686112500508547e-05,2.69650314969412e-05
3700,seq,full,8.277336946625914e-34,1.040799947892355e-31,4.232486727514232e-33
3700,dev,full,8.344744943395473e-08,9.921817286532469e-08,1.577072606342364e-08
3750,offload,full,6.104846479480738e-05,8.52429328834367e-05,2.419742239368534e-05
3750,seq,full,8.277336946625914e-34,1.040799947892355e-31,4.232486727514232e-33
3750,dev,full,8.094621939285644e-08,1.005748555008922e-07,1.96286392857638e-08
3800,offload,full,5.764342182147263e-05,8.616432298396803e-05,2.85241894845945e-05
3800,seq,full,8.277336946625914e-34,1.040799947892355e-31,4.232486727514232e-33
3800,dev,full,8.673703161591626e-08,1.011766493237943e-07,1.443962021277761e-08
3850,offload,full,3.137878505739214e-05,9.071298513455722e-05,5.933792381217595e-05
3850,seq,full,0.0004569548165163558,0.0007341234387595491,0.0002774220678790931
3850,dev,full,1.01822661645914e-07,1.497712158311214e-07,4.794856394970719e-08
3900,offload,full,5.610317031087261e-05,8.450523796799688e-05,2.840525477214709e-05
3900,seq,full,3.215646619583567e-06,2.803572309619372e-05,2.482023610058917e-05
3900,dev,full,9.360080784495948e-08,1.248636903779073e-07,3.126288838541069e-08
3950,offload,full,5.977102117074384e-05,8.5219559536033e-05,2.54515807695934e-05
3950,seq,full,1.020191320126963e-33,1.049042562811928e-31,4.358568935029758e-33
3950,dev,full,7.684313529002191e-08,9.353907120343814e-08,1.669593847935243e-08
4000,offload,full,6.143482661219882e-05,0.0001116186711853192,5.019001105820779e-05
4000,seq,full,0.0001834118067380641,0.000467980859216765,0.0002846734529889494
4000,dev,full,7.33199933186697e-08,1.448003151833317e-07,7.148033234653606e-08
4050,offload,full,7.742229586059224e-05,0.0001326407000770926,5.522695524469245e-05
4050,seq,full,7.589435864914406e-05,0.0001731890463586121,9.730945690807068e-05
4050,dev,full,1.427983786976874e-07,2.013085313646793e-07,5.851016937730511e-08
4100,offload,full,5.067544067012199e-05,0.0001086518788819758,5.798231445127592e-05
4100,seq,full,0.0006216158644950574,0.001094455043544396,0.0004734274369731778
4100,dev,full,1.20856369746497e-07,2.241008576875504e-07,1.032445128965645e-07
4150,offload,full,4.39234423723194e-05,9.029319773073701e-05,4.637382897090836e-05
4150,seq,full,0.0001682526936272253,0.0002471008425621884,7.887468741295023e-05
4150,dev,full,8.184983276392237e-08,1.507350516001436e-07,6.888523011270938e-08
4200,offload,full,5.15470875349075e-05,0.0001870439688690312,0.0001355108504069219
4200,seq,full,0.0006643252419526562,0.000786872336336409,0.0001227100690309928
4200,dev,full,9.942161156834956e-08,1.70536121560458e-07,7.11145241327488e-08
4250,offload,full,0.000216385256474591,0.0003320639008699835,0.0001157287200573946
4250,seq,full,8.515529362662698e-05,0.0002189891317890928,0.0001338566328680476
4250,dev,full,8.377920227372042e-08,1.32824335618586e-07,4.904514156279056e-08
4300,offload,full,0.0001425492314298603,0.0003420906208456948,0.0001995982848466722
4300,seq,full,0.0001336900209085453,0.0002013279113900422,6.765597851886583e-05
4300,dev,full,1.014742384645318e-07,1.48521326208528e-07,4.704709729213223e-08
4350,offload,full,0.0001142676381670409,0.0003645872862006086,0.0002503768575470628
4350,seq,full,0.0002602866293917763,0.0003079061343720184,4.764430351218611e-05
4350,dev,full,9.617657731921028e-08,1.45308896376165e-07,4.913232850771245e-08
4400,offload,full,0.0001817963903153266,0.0003066843896079333,0.0001249334172156136
4400,seq,full,0.0002641628779352294,0.000413410074705867,0.0001493260732736294
4400,dev,full,8.077595635225052e-08,1.098200604502646e-07,2.904410879014527e-08
4450,offload,full,0.0001572763068490304,0.0002291595724486257,7.190588119087774e-05
4450,seq,full,0.0001726949687365062,0.0004716338289723606,0.0002990421220190613
4450,dev,full,7.77010375791629e-08,1.237497698831819e-07,4.604873946008824e-08
4500,offload,full,0.0001219453879593538,0.0001732912954931954,5.135843229643425e-05
4500,seq,full,7.867709902703225e-05,0.0003859112726746292,0.0003072825165117302
4500,dev,full,7.305853509817242e-08,9.14309279891395e-08,1.837239557548769e-08
4550,offload,full,0.0001175844560969955,0.000190434710441291,7.286738885720909e-05
4550,seq,full,0.0001355859941053111,0.0002117249184258214,7.615957447743498e-05
4550,dev,full,7.305390348599629e-08,1.082856540675591e-07,3.523175572919725e-08
4600,offload,full,0.0001358724313259602,0.0001899012738998327,5.40435272303071e-05
4600,seq,full,8.618679159274235e-34,1.061843825283492e-31,4.250198418409459e-33
4600,dev,full,5.840240091965146e-08,7.140832009885831e-08,1.300592069836085e-08
4650,offload,full,0.0001343578230792651,0.0001881473034533956,5.380393697370713e-05
4650,seq,full,8.644024397342372e-34,1.062158137050416e-31,4.248465081459511e-33
4650,dev,full,5.432772184071839e-08,7.013674553564158e-08,1.58090254126599e-08
4700,offload,full,0.0001256248083210832,0.0001797974705433362,5.41862752792374e-05
