gen,blocks mean,blocks var,no_blocks mean,no_blocks var
1500,54.71052999999999,0.0003095980999999381,55.25445,0.007800094499999915
1550,54.708569999999995,0.0003537020999999554,55.25204,0.008295142400000208
1600,54.70653,0.00029948409999999026,55.24997,0.008603946100000133
1650,54.70447,0.00033048409999998017,55.24997,0.008603946100000133
1700,54.70093000000001,0.0002963601000000168,55.24954,0.008675846400000143
1750,54.69901,0.0002684729000000009,55.247299999999996,0.009179028000000006
1800,54.697140000000005,0.0002789863999999958,55.24511,0.010056830899999985
1850,54.694539999999996,0.0002891623999999607,55.243579999999994,0.010387857599999863
1900,54.69322,0.00029616359999996747,55.240869999999994,0.010657684099999723
1950,54.69181,0.00028038689999999985,55.24019,0.010799028899999688
2000,54.691089999999996,0.000274580900000008,55.23815,0.0111243885000002
2050,54.68929000000001,0.000271826900000006,55.23524999999999,0.011527786500000107
2100,54.688390000000005,0.0002826729000000196,55.23297,0.012430418100000167
2150,54.68766000000001,0.0002634324000000194,55.232600000000005,0.012522352000000219
2200,54.68663,0.00024234210000001014,55.2318,0.012729552000000106
2250,54.68552,0.00023494760000000205,55.2303,0.013242029999999797
2300,54.68485,0.0002307644999999902,55.22962,0.013536755599999931
2350,54.68338,0.000212181599999992,55.22878000000001,0.013438611599999997
2400,54.68215,0.00021758049999998772,55.22758,0.013460279599999809
2450,54.682010000000005,0.00021827889999998597,55.22718,0.013692183600000093
2500,54.68094,0.00021492239999998768,55.22613,0.013699826100000225
2550,54.680809999999994,0.00021038289999998915,55.2254,0.01404194200000027
2600,54.68057,0.0002049060999999855,55.225,0.013997622000000218
2650,54.67983,0.00018325809999999299,55.22392,0.014014129600000267
2700,54.6798,0.00018454599999997482,55.22134,0.01463912840000008
2750,54.67974,0.00018543039999998327,55.22032,0.014928211599999793
2800,54.679089999999995,0.0001686128999999965,55.21998,0.015036229599999767
2850,54.67906000000001,0.00016826639999999312,55.21858999999999,0.01579305489999999
2900,54.677369999999996,0.00016719409999998346,55.21858999999999,0.01579305489999999
2950,54.67731,0.00016782289999997446,55.21828000000001,0.01589460159999987
3000,54.67691,0.00015519089999998305,55.217229999999994,0.016097828100000065
3050,54.67682,0.00015450359999997647,55.215419999999995,0.016623693600000097
3100,54.67617,0.00014183809999997692,55.213789999999996,0.016958900900000164
3150,54.67508,0.00014926559999998843,55.213390000000004,0.016908492900000193
3200,54.674350000000004,0.00015358849999998742,55.21265,0.01711423450000006
3250,54.674040000000005,0.00015411239999998735,55.21040000000001,0.01755545199999984
3300,54.6733,0.00014852599999998697,55.209720000000004,0.017890671599999887
3350,54.67268,0.00013381960000000254,55.20778,0.01837396159999976
3400,54.67225,0.00014537449999999373,55.2051,0.018233661999999824
3450,54.67193999999999,0.00015854640000000902,55.204089999999994,0.018699532899999975
3500,54.67184999999999,0.0001600365000000207,55.20331,0.019086100899999715
3550,54.6712,0.00015053000000001232,55.20294,0.019229716399999798
3600,54.670860000000005,0.00016080640000000113,55.201440000000005,0.019406466399999774
3650,54.670860000000005,0.00016080640000000113,55.201440000000005,0.019406466399999774
3700,54.67083,0.0001619041000000115,55.20076,0.019780292399999757
3750,54.67083,0.0001619041000000115,55.20076,0.019780292399999757
3800,54.670489999999994,0.0001678868999999969,55.20076,0.019780292399999757
3850,54.670489999999994,0.0001678868999999969,55.20076,0.019780292399999757
3900,54.67018,0.0001671955999999961,55.200019999999995,0.020086637599999922
3950,54.67018,0.0001671955999999961,55.19842,0.020456351599999943
4000,54.66940999999999,0.00015777890000000325,55.19811,0.02040824889999989
4050,54.66829,0.00015940289999999668,55.19694,0.020752320399999778
4100,54.66829,0.00015940289999999668,55.196540000000006,0.02068715239999981
4150,54.66768,0.00014822359999999688,55.196169999999995,0.020844628099999898
4200,54.66736999999999,0.0001478980999999954,55.19543,0.0212675321000002
4250,54.66703,0.0001380280999999909,55.195119999999996,0.021483431599999946
4300,54.666999999999994,0.00013923200000000232,55.195119999999996,0.021483431599999946
4350,54.666999999999994,0.00013923200000000232,55.19472,0.02165832759999985
4400,54.666999999999994,0.00013923200000000232,55.19367,0.021866166099999827
4450,54.666999999999994,0.00013923200000000232,55.19333,0.022020594099999787
4500,54.666380000000004,0.0001365535999999821,55.19247,0.02251930809999986
4550,54.66608,0.00013729159999998234,55.1918,0.022638601999999956
4600,54.66543,0.00016057809999998977,55.1918,0.022638601999999956
