variant,scale,seed,best_fit,runtime_s,alpha,source,note,path,complete,monotonic_non_increasing
CCHIHH-full-old,T200,4,0.0368001,85.074,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CCHIHH_Full_seed4.txt,True,True
CCHIHH-full-old,T200,5,0.0385649,82.159,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CCHIHH_Full_seed5.txt,True,True
CCHIHH-full-old,T200,6,0.0368768,85.874,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CCHIHH_Full_seed6.txt,True,True
CCHIHH-full-old,T200,7,0.0371497,86.934,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CCHIHH_Full_seed7.txt,True,True
CCHIHH-full-old,T200,8,0.038311,87.848,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CCHIHH_Full_seed8.txt,True,True
CCHIHH-full-old,T200,9,0.0414599,85.906,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CCHIHH_Full_seed9.txt,True,True
CCHIHH-full-old,T200,10,0.0419295,81.957,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CCHIHH_Full_seed10.txt,True,True
CCHIHH-full-old,T500,1,0.0254842,291.405,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CCHIHH_Full_seed1.txt,True,True
CCHIHH-full-old,T500,2,0.0277064,292.924,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CCHIHH_Full_seed2.txt,True,True
CCHIHH-full-old,T500,3,0.02531,293.925,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CCHIHH_Full_seed3.txt,True,True
CCHIHH-full-old,T500,4,0.0264753,299.077,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CCHIHH_Full_seed4.txt,True,True
CCHIHH-full-old,T500,5,0.0258709,295.631,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CCHIHH_Full_seed5.txt,True,True
CCHIHH-full-old,T500,6,0.0249303,280.049,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CCHIHH_Full_seed6.txt,True,True
CCHIHH-full-old,T500,7,0.0259156,286.341,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CCHIHH_Full_seed7.txt,True,True
CCHIHH-full-old,T500,8,0.0250476,282.516,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CCHIHH_Full_seed8.txt,True,True
CCHIHH-full-old,T500,9,0.0263369,284.585,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CCHIHH_Full_seed9.txt,True,True
CCHIHH-full-old,T500,10,0.0273569,284.177,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\CCHIHH_Full_seed10.txt,True,True
CCHIHH-full-old,T100,1,0.484566,23.179,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CCHIHH_Full_seed1.txt,True,True
CCHIHH-full-old,T100,2,0.483867,23.453,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CCHIHH_Full_seed2.txt,True,True
CCHIHH-full-old,T100,3,0.484752,23.514,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CCHIHH_Full_seed3.txt,True,True
CCHIHH-full-old,T100,4,0.484322,23.06,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CCHIHH_Full_seed4.txt,True,True
CCHIHH-full-old,T100,5,0.484533,23.23,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CCHIHH_Full_seed5.txt,True,True
CCHIHH-full-old,T100,6,0.484541,23.617,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CCHIHH_Full_seed6.txt,True,True
CCHIHH-full-old,T100,7,0.484529,23.714,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CCHIHH_Full_seed7.txt,True,True
CCHIHH-full-old,T100,8,0.484314,23.052,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CCHIHH_Full_seed8.txt,True,True
CCHIHH-full-old,T100,9,0.484368,23.537,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CCHIHH_Full_seed9.txt,True,True
CCHIHH-full-old,T100,10,0.484731,24.017,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\CCHIHH_Full_seed10.txt,True,True
CCHIHH-full-old,T200,1,0.0372535,51.601,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CCHIHH_Full_seed1.txt,True,True
CCHIHH-full-old,T200,2,0.0370257,55.5,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CCHIHH_Full_seed2.txt,True,True
CCHIHH-full-old,T200,3,0.0372332,54.579,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CCHIHH_Full_seed3.txt,True,True
CCHIHH-full-old,T200,4,0.0368338,53.274,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CCHIHH_Full_seed4.txt,True,True
CCHIHH-full-old,T200,5,0.0372369,53.499,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CCHIHH_Full_seed5.txt,True,True
CCHIHH-full-old,T200,6,0.0373001,52.898,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CCHIHH_Full_seed6.txt,True,True
CCHIHH-full-old,T200,7,0.0372208,52.538,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CCHIHH_Full_seed7.txt,True,True
CCHIHH-full-old,T200,8,0.0371448,53.008,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CCHIHH_Full_seed8.txt,True,True
CCHIHH-full-old,T200,9,0.0373871,52.322,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CCHIHH_Full_seed9.txt,True,True
CCHIHH-full-old,T200,10,0.0371593,53.093,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\CCHIHH_Full_seed10.txt,True,True
CCHIHH-full-old,T500,1,0.0209302,232.475,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CCHIHH_Full_seed1.txt,True,True
CCHIHH-full-old,T500,2,0.021937,227.89,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CCHIHH_Full_seed2.txt,True,True
CCHIHH-full-old,T500,3,0.0209115,234.387,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CCHIHH_Full_seed3.txt,True,True
CCHIHH-full-old,T500,4,0.0207542,231.318,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CCHIHH_Full_seed4.txt,True,True
CCHIHH-full-old,T500,5,0.0208092,232.77,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CCHIHH_Full_seed5.txt,True,True
CCHIHH-full-old,T500,6,0.0210281,217.905,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CCHIHH_Full_seed6.txt,True,True
CCHIHH-full-old,T500,7,0.0205163,216.508,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CCHIHH_Full_seed7.txt,True,True
CCHIHH-full-old,T500,8,0.0213606,214.803,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CCHIHH_Full_seed8.txt,True,True
CCHIHH-full-old,T500,9,0.021664,213.839,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CCHIHH_Full_seed9.txt,True,True
CCHIHH-full-old,T500,10,0.0244963,215.235,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\CCHIHH_Full_seed10.txt,True,True
CCHIHH-noCB,T100,1,0.356599,22.682,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T100\fixed_ops_seed1.txt,True,True
CCHIHH-noCB,T100,2,0.353637,22.707,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T100\fixed_ops_seed2.txt,True,True
CCHIHH-noCB,T100,3,0.354597,22.612,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T100\fixed_ops_seed3.txt,True,True
CCHIHH-noCB,T100,4,0.354883,22.374,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T100\fixed_ops_seed4.txt,True,True
CCHIHH-noCB,T100,5,0.355741,22.647,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T100\fixed_ops_seed5.txt,True,True
CCHIHH-noCB,T100,6,0.354577,22.736,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T100\fixed_ops_seed6.txt,True,True
CCHIHH-noCB,T100,7,0.355843,22.379,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T100\fixed_ops_seed7.txt,True,True
CCHIHH-noCB,T100,8,0.3557,22.664,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T100\fixed_ops_seed8.txt,True,True
CCHIHH-noCB,T100,9,0.359785,23.276,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T100\fixed_ops_seed9.txt,True,True
CCHIHH-noCB,T100,10,0.354883,22.494,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T100\fixed_ops_seed10.txt,True,True
CCHIHH-noCB,T200,1,0.0480908,60.121,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T200\fixed_ops_seed1.txt,True,True
CCHIHH-noCB,T200,2,0.0486941,59.89,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T200\fixed_ops_seed2.txt,True,True
CCHIHH-noCB,T200,3,0.0465974,60.544,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T200\fixed_ops_seed3.txt,True,True
CCHIHH-noCB,T200,4,0.0465011,60.168,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T200\fixed_ops_seed4.txt,True,True
CCHIHH-noCB,T200,5,0.045255,60.251,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T200\fixed_ops_seed5.txt,True,True
CCHIHH-noCB,T200,6,0.0501723,58.296,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T200\fixed_ops_seed6.txt,True,True
CCHIHH-noCB,T200,7,0.0478699,58.213,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T200\fixed_ops_seed7.txt,True,True
CCHIHH-noCB,T200,8,0.047253,58.744,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T200\fixed_ops_seed8.txt,True,True
CCHIHH-noCB,T200,9,0.0495471,59.309,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T200\fixed_ops_seed9.txt,True,True
CCHIHH-noCB,T200,10,0.0479016,59.871,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T200\fixed_ops_seed10.txt,True,True
CCHIHH-noCB,T500,1,0.0343515,250.57,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T500\fixed_ops_seed1.txt,True,True
CCHIHH-noCB,T500,2,0.0341972,258.542,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T500\fixed_ops_seed2.txt,True,True
CCHIHH-noCB,T500,3,0.0335139,252.398,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T500\fixed_ops_seed3.txt,True,True
CCHIHH-noCB,T500,4,0.0332945,249.889,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T500\fixed_ops_seed4.txt,True,True
CCHIHH-noCB,T500,5,0.0345129,256.412,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T500\fixed_ops_seed5.txt,True,True
CCHIHH-noCB,T500,6,0.0330361,247.42,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T500\fixed_ops_seed6.txt,True,True
CCHIHH-noCB,T500,7,0.0339517,248.92,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T500\fixed_ops_seed7.txt,True,True
CCHIHH-noCB,T500,8,0.0331807,249.78,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T500\fixed_ops_seed8.txt,True,True
CCHIHH-noCB,T500,9,0.033824,249.247,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T500\fixed_ops_seed9.txt,True,True
CCHIHH-noCB,T500,10,0.0338261,250.258,0.5,old_noCB,old noCB / fixed_ops baseline; mixed with new full in comparisons,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\bandit\T500\fixed_ops_seed10.txt,True,True
CCHIHH-noCC,T100,1,0.375,13.199,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T100_s1.log,True,True
CCHIHH-noCC,T100,2,0.366933,14.193,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T100_s2.log,True,True
CCHIHH-noCC,T100,3,0.36005,13.992,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T100_s3.log,True,True
CCHIHH-noCC,T100,4,0.379494,17.981,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T100_s4.log,True,True
CCHIHH-noCC,T100,5,0.364768,14.153,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T100_s5.log,True,True
CCHIHH-noCC,T100,6,0.358416,13.062,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T100_s6.log,True,True
CCHIHH-noCC,T100,7,0.362746,22.16,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T100_s7.log,True,True
CCHIHH-noCC,T100,8,0.361929,24.364,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T100_s8.log,True,True
CCHIHH-noCC,T100,9,0.374306,23.572,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T100_s9.log,True,True
CCHIHH-noCC,T100,10,0.41258,24.194,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T100_s10.log,True,True
CCHIHH-noCC,T200,1,0.0457477,57.651,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T200_s1.log,True,True
CCHIHH-noCC,T200,2,0.0411541,50.619,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T200_s2.log,True,True
CCHIHH-noCC,T200,3,0.0425283,49.913,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T200_s3.log,True,True
CCHIHH-noCC,T200,4,0.04214,52.931,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T200_s4.log,True,True
CCHIHH-noCC,T200,5,0.0451203,52.58,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T200_s5.log,True,True
CCHIHH-noCC,T200,6,0.0501667,52.499,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T200_s6.log,True,True
CCHIHH-noCC,T200,7,0.0411322,51.608,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T200_s7.log,True,True
CCHIHH-noCC,T200,8,0.0464989,24.973,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T200_s8.log,True,True
CCHIHH-noCC,T200,9,0.047592,23.714,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T200_s9.log,True,True
CCHIHH-noCC,T200,10,0.043848,26.672,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T200_s10.log,True,True
CCHIHH-noCC,T500,1,0.0390913,82.996,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T500_s1.log,True,True
CCHIHH-noCC,T500,2,0.0345462,87.02,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T500_s2.log,True,True
CCHIHH-noCC,T500,3,0.0314442,89.801,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T500_s3.log,True,True
CCHIHH-noCC,T500,4,0.0420656,83.973,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T500_s4.log,True,True
CCHIHH-noCC,T500,5,0.0337835,86.982,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T500_s5.log,True,True
CCHIHH-noCC,T500,6,0.0306808,90.164,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T500_s6.log,True,True
CCHIHH-noCC,T500,7,0.0397161,83.987,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T500_s7.log,True,True
CCHIHH-noCC,T500,8,0.0370338,83.094,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T500_s8.log,True,True
CCHIHH-noCC,T500,9,0.0884667,82.111,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T500_s9.log,True,True
CCHIHH-noCC,T500,10,0.0342874,85.249,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noCC_T500_s10.log,True,True
CCHIHH-noGate,T100,1,0.359695,28.013,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noGate_T100_s1.log,True,True
CCHIHH-noGate,T100,2,0.35781,27.255,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_ablation\cchihh_noGate_T100_s2.log,True,True
