gen,CCHIHH_Full mean,CCHIHH_Full var,GDE mean,GDE var,CGA mean,CGA var,IMOMA mean,IMOMA var
3850,0.04032615,1.8500685385000017e-06,0.0388521,1.226243264000001e-06,0.05704896,1.8941514864000007e-06,0.05989319,2.025537528900003e-06
3900,0.04028484,1.8861454344000023e-06,0.0388318,1.229345379999998e-06,0.05691522,1.8685918935999995e-06,0.059775009999999996,1.932833230900001e-06
3950,0.04025539,1.914243146900002e-06,0.03879267,1.2337681321000017e-06,0.05682852000000001,1.8106338795999992e-06,0.05976821,1.9472724869000004e-06
4000,0.04023605,1.9278613905000016e-06,0.03874473,1.2247317401000012e-06,0.05673740000000001,1.847832325999998e-06,0.05967668,2.350095101600001e-06
4050,0.04019298,1.9011576415999984e-06,0.038713979999999995,1.201478945600001e-06,0.05665074999999999,1.8291814524999998e-06,0.05956229,2.323602502899999e-06
4100,0.04016037,1.918850212100002e-06,0.03868238,1.2303840635999988e-06,0.05649398,1.7879737775999993e-06,0.05955494,2.2863961684e-06
4150,0.040135330000000004,1.9387169821000013e-06,0.03862528,1.2394937995999977e-06,0.05639942,1.7930386835999986e-06,0.0595399,2.3050654980000006e-06
4200,0.04008071,1.9474515388999994e-06,0.03859726,1.2306634003999998e-06,0.05630292,1.8257694515999985e-06,0.0595399,2.3050654980000006e-06
4250,0.04004216,1.9496729104000007e-06,0.03856972,1.2351429876000003e-06,0.05620889,1.822761688899998e-06,0.059492369999999996,2.3506833661000005e-06
4300,0.039995249999999996,1.9504471565e-06,0.038538649999999994,1.2548259385000007e-06,0.056075810000000004,1.7845358869000023e-06,0.05940235000000001,2.543192576499999e-06
4350,0.039956210000000006,1.976541680900001e-06,0.03851114,1.3242829884000014e-06,0.05599313,1.7375067440999984e-06,0.05940235000000001,2.543192576499999e-06
4400,0.03990085,2.020707780499999e-06,0.03845709,1.3759037049000004e-06,0.0558781,1.7065373779999997e-06,0.05940184,2.5439385483999994e-06
4450,0.03986231,2.0636471289000008e-06,0.038433,1.4060436119999985e-06,0.05577148,1.6470201275999982e-06,0.05937517,2.5957326081000004e-06
4500,0.03983169,2.1144293629e-06,0.03841326,1.4047804464e-06,0.055646430000000004,1.8339917361e-06,0.05937190999999999,2.5877680369e-06
4550,0.03981392,2.144316933600002e-06,0.038398260000000004,1.4317265204000003e-06,0.05554357,1.7858184081000026e-06,0.0592928,2.7255151600000004e-06
4600,0.03980207,2.1598528881000003e-06,0.03838208,1.4408925536000028e-06,0.0554685,1.8029606020000016e-06,0.05926308,2.6217244256000007e-06
4650,0.039764129999999995,2.1829181321000033e-06,0.038353120000000004,1.4687214296000023e-06,0.05533656,1.6891520884000004e-06,0.05925271,2.5868950749000016e-06
4700,0.0397285,2.241857543999998e-06,0.03833579,1.4905312069000029e-06,0.05525001,1.6693577609000015e-06,0.05923067,2.6935754100999997e-06
4750,0.039713530000000004,2.2616896920999988e-06,0.03830729,1.5205034129e-06,0.05517077,1.633630664099999e-06,0.05923067,2.6935754100999997e-06
4800,0.039693259999999994,2.2782540223999975e-06,0.03828669,1.5601164109000014e-06,0.055055810000000004,1.534817116899998e-06,0.05922937,2.6870520621e-06
